pdbTM,best_tm_score,best_bb_rmsd,radius_of_gyration,design_name,pdb_file,non_coil_percent,coil_percent,helix_percent,strand_percent
0.677,0.235732941,15.94506701,1.317862228,n_112_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_112_id_1/n_112_id_1.pdb,0.544642857,0.455357143,0.4375,0.107142857
0.647,0.259758877,18.48002532,1.691650607,n_112_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_112_id_2/n_112_id_2.pdb,0.6875,0.3125,0.642857143,0.044642857
0.748,0.250567977,14.87860042,1.287749318,n_112_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_112_id_3/n_112_id_3.pdb,0.339285714,0.660714286,0.125,0.214285714
0.498,0.21502319,18.9510966,1.7071022,n_112_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_112_id_4/n_112_id_4.pdb,0.375,0.625,0.232142857,0.142857143
0.447,0.227831504,18.53310831,2.0182903,n_112_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_112_id_5/n_112_id_5.pdb,0.598214286,0.401785714,0.160714286,0.4375
0.614,0.245654004,16.29621469,1.376109729,n_112_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_112_id_6/n_112_id_6.pdb,0.5,0.5,0.339285714,0.160714286
0.8,0.189653062,33.78050633,3.481274276,n_112_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_112_id_7/n_112_id_7.pdb,0.714285714,0.285714286,0.660714286,0.053571429
0.596,0.242047138,15.80838601,1.308166734,n_112_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_112_id_8/n_112_id_8.pdb,0.375,0.625,0,0.375
0.893,0.161657739,41.13116075,4.323243128,n_112_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_112_id_9/n_112_id_9.pdb,0.955357143,0.044642857,0.955357143,0
0.567,0.204255809,21.79073836,2.044576818,n_113_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_113_id_0/n_113_id_0.pdb,0.469026549,0.530973451,0.194690265,0.274336283
0.668,0.255224117,17.54516982,1.350343698,n_113_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_113_id_1/n_113_id_1.pdb,0.548672566,0.451327434,0.292035398,0.256637168
0.471,0.233402418,19.40305434,1.987675003,n_113_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_113_id_2/n_113_id_2.pdb,0.415929204,0.584070796,0.185840708,0.230088496
0.706,0.258239184,16.82418033,1.654185641,n_113_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_113_id_3/n_113_id_3.pdb,0.628318584,0.371681416,0.513274336,0.115044248
0.794,0.276772677,14.54873198,1.348325432,n_113_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_113_id_4/n_113_id_4.pdb,0.690265487,0.309734513,0.646017699,0.044247788
0.52,0.271832531,19.4826604,1.72467175,n_113_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_113_id_5/n_113_id_5.pdb,0.637168142,0.362831858,0.353982301,0.283185841
0.579,0.258239562,18.17464185,1.276575712,n_113_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_113_id_6/n_113_id_6.pdb,0.610619469,0.389380531,0.477876106,0.132743363
0.442,0.221867054,15.55212668,1.516439485,n_113_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_113_id_7/n_113_id_7.pdb,0.539823009,0.460176991,0.442477876,0.097345133
0.681,0.21714883,28.09175253,2.761536827,n_113_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_113_id_8/n_113_id_8.pdb,0.654867257,0.345132743,0.522123894,0.132743363
0.56,0.279838223,18.46910825,1.762864994,n_113_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_113_id_9/n_113_id_9.pdb,0.477876106,0.522123894,0.362831858,0.115044248
0.85,0.232036508,19.42002797,1.764004673,n_114_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_114_id_0/n_114_id_0.pdb,0.850877193,0.149122807,0.850877193,0
0.74,0.20309232,20.34222187,1.868417627,n_114_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_114_id_1/n_114_id_1.pdb,0.728070175,0.271929825,0.728070175,0
0.631,0.269458914,16.20167568,1.493400451,n_114_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_114_id_2/n_114_id_2.pdb,0.166666667,0.833333333,0,0.166666667
0.624,0.231465904,14.86639354,1.363877001,n_114_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_114_id_3/n_114_id_3.pdb,0.51754386,0.48245614,0.429824561,0.087719298
0.464,0.27801553,14.98354775,1.48984964,n_114_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_114_id_4/n_114_id_4.pdb,0.526315789,0.473684211,0.526315789,0
0.478,0.228685774,18.02098166,1.570453025,n_114_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_114_id_5/n_114_id_5.pdb,0.298245614,0.701754386,0.105263158,0.192982456
0.513,0.252751987,16.03119112,1.398811998,n_114_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_114_id_6/n_114_id_6.pdb,0.543859649,0.456140351,0.342105263,0.201754386
0.67,0.206267648,19.03930108,1.830096452,n_114_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_114_id_7/n_114_id_7.pdb,0.622807018,0.377192982,0.578947368,0.043859649
0.616,0.226227765,22.07529696,2.5334658,n_114_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_114_id_8/n_114_id_8.pdb,0.622807018,0.377192982,0.578947368,0.043859649
0.529,0.263145536,15.33116818,1.508868674,n_114_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_114_id_9/n_114_id_9.pdb,0.385964912,0.614035088,0.210526316,0.175438596
0.681,0.224857271,19.02592343,1.826506766,n_115_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_115_id_0/n_115_id_0.pdb,0.443478261,0.556521739,0.4,0.043478261
0.463,0.253484305,17.38998817,1.662073594,n_115_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_115_id_1/n_115_id_1.pdb,0.565217391,0.434782609,0,0.565217391
0.648,0.256345256,17.0529378,1.601156442,n_115_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_115_id_2/n_115_id_2.pdb,0.365217391,0.634782609,0.32173913,0.043478261
0.632,0.286380971,15.24349262,1.266753468,n_115_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_115_id_3/n_115_id_3.pdb,0.4,0.6,0.313043478,0.086956522
0.57,0.225712494,19.60717791,2.031787081,n_115_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_115_id_4/n_115_id_4.pdb,0.573913043,0.426086957,0.208695652,0.365217391
0.658,0.241768789,18.47525643,1.57665736,n_115_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_115_id_5/n_115_id_5.pdb,0.356521739,0.643478261,0.147826087,0.208695652
0.636,0.280481593,15.80171614,1.398528624,n_115_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_115_id_6/n_115_id_6.pdb,0.660869565,0.339130435,0.660869565,0
0.548,0.253987582,17.22466361,1.893903871,n_115_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_115_id_7/n_115_id_7.pdb,0.617391304,0.382608696,0.617391304,0
0.641,0.236203887,16.98449804,1.609184914,n_115_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_115_id_8/n_115_id_8.pdb,0.539130435,0.460869565,0.304347826,0.234782609
0.863,0.261896307,21.9917667,2.364197762,n_115_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_115_id_9/n_115_id_9.pdb,0.8,0.2,0.8,0
0.457,0.225772834,18.1010933,1.47867988,n_116_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_116_id_0/n_116_id_0.pdb,0.284482759,0.715517241,0.120689655,0.163793103
0.66,0.255298596,21.40824207,2.390588256,n_116_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_116_id_1/n_116_id_1.pdb,0.629310345,0.370689655,0.517241379,0.112068966
0.764,0.254031625,17.8716357,1.411045969,n_116_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_116_id_2/n_116_id_2.pdb,0.75862069,0.24137931,0.75862069,0
0.555,0.241277938,15.82613991,1.366677682,n_116_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_116_id_3/n_116_id_3.pdb,0.387931034,0.612068966,0.189655172,0.198275862
0.58,0.227574995,17.05265824,1.54347373,n_116_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_116_id_4/n_116_id_4.pdb,0.456896552,0.543103448,0.155172414,0.301724138
0.646,0.246946104,16.27498496,1.367153419,n_116_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_116_id_5/n_116_id_5.pdb,0.612068966,0.387931034,0.612068966,0
0.776,0.272793423,18.20606278,1.54514991,n_116_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_116_id_6/n_116_id_6.pdb,0.482758621,0.517241379,0.405172414,0.077586207
0.77,0.291554384,22.29881814,2.323159956,n_116_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_116_id_7/n_116_id_7.pdb,0.379310345,0.620689655,0.327586207,0.051724138
0.679,0.21640781,21.03508078,2.112844294,n_116_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_116_id_8/n_116_id_8.pdb,0.560344828,0.439655172,0.560344828,0
0.64,0.225413744,15.98698066,1.537752262,n_116_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_116_id_9/n_116_id_9.pdb,0.784482759,0.215517241,0.784482759,0
0.551,0.273139745,13.66274432,1.512019955,n_117_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_117_id_0/n_117_id_0.pdb,0.504273504,0.495726496,0.324786325,0.179487179
0.482,0.249126922,15.72554663,1.431756182,n_117_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_117_id_1/n_117_id_1.pdb,0.401709402,0.598290598,0.401709402,0
0.58,0.254237729,18.19875287,1.585098339,n_117_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_117_id_2/n_117_id_2.pdb,0.837606838,0.162393162,0.837606838,0
0.67,0.250210179,13.06570415,1.338472822,n_117_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_117_id_3/n_117_id_3.pdb,0.427350427,0.572649573,0.316239316,0.111111111
0.715,0.228542284,18.37595929,1.544750396,n_117_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_117_id_4/n_117_id_4.pdb,0.794871795,0.205128205,0.794871795,0
0.613,0.260214852,17.82718478,1.493635995,n_117_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_117_id_5/n_117_id_5.pdb,0.341880342,0.658119658,0.094017094,0.247863248
0.629,0.308442098,16.11071185,1.361195101,n_117_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_117_id_6/n_117_id_6.pdb,0.666666667,0.333333333,0.666666667,0
0.602,0.258941471,16.15287975,1.491135683,n_117_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_117_id_7/n_117_id_7.pdb,0.52991453,0.47008547,0.52991453,0
0.417,0.209220558,19.10979468,1.716060027,n_117_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_117_id_8/n_117_id_8.pdb,0.376068376,0.623931624,0.162393162,0.213675214
0.614,0.262994246,16.17550445,1.580726701,n_117_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_117_id_9/n_117_id_9.pdb,0.709401709,0.290598291,0.675213675,0.034188034
0.687,0.271824021,17.95376909,1.669801337,n_118_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_118_id_0/n_118_id_0.pdb,0.703389831,0.296610169,0.703389831,0
0.626,0.273303359,15.74214606,1.401705371,n_118_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_118_id_1/n_118_id_1.pdb,0.593220339,0.406779661,0.330508475,0.262711864
0.632,0.259494613,15.17412475,1.594484048,n_118_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_118_id_2/n_118_id_2.pdb,0.474576271,0.525423729,0.305084746,0.169491525
0.611,0.206783962,24.79810447,2.829895455,n_118_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_118_id_3/n_118_id_3.pdb,0.771186441,0.228813559,0.711864407,0.059322034
0.509,0.238629091,17.37555797,1.632158843,n_118_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_118_id_4/n_118_id_4.pdb,0.389830508,0.610169492,0.262711864,0.127118644
0.643,0.25333903,15.98073708,1.318667098,n_118_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_118_id_5/n_118_id_5.pdb,0.237288136,0.762711864,0.118644068,0.118644068
0.446,0.2408203,25.09555949,2.457727978,n_118_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_118_id_6/n_118_id_6.pdb,0.262711864,0.737288136,0.127118644,0.13559322
0.516,0.244603644,18.39747988,1.80650476,n_118_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_118_id_7/n_118_id_7.pdb,0.63559322,0.36440678,0.508474576,0.127118644
0.487,0.259227261,15.01843623,1.521347509,n_118_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_118_id_8/n_118_id_8.pdb,0.542372881,0.457627119,0.483050847,0.059322034
0.508,0.26513402,14.84884111,1.491134818,n_118_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_118_id_9/n_118_id_9.pdb,0.533898305,0.466101695,0.449152542,0.084745763
0.55,0.26733493,17.90880505,1.646365898,n_119_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_119_id_0/n_119_id_0.pdb,0.521008403,0.478991597,0.352941176,0.168067227
0.623,0.221512997,18.46855136,1.606811725,n_119_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_119_id_1/n_119_id_1.pdb,0.319327731,0.680672269,0.319327731,0
0.706,0.21108808,27.70541908,2.843720291,n_119_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_119_id_2/n_119_id_2.pdb,0.731092437,0.268907563,0.731092437,0
0.64,0.272770954,16.81243698,1.419905018,n_119_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_119_id_3/n_119_id_3.pdb,0.647058824,0.352941176,0.647058824,0
0.735,0.247300458,15.73314286,1.550935663,n_119_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_119_id_4/n_119_id_4.pdb,0.605042017,0.394957983,0.605042017,0
0.558,0.230576724,18.79480724,1.697059805,n_119_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_119_id_5/n_119_id_5.pdb,0.453781513,0.546218487,0.420168067,0.033613445
0.721,0.249040705,17.97765706,1.574794134,n_119_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_119_id_6/n_119_id_6.pdb,0.470588235,0.529411765,0,0.470588235
0.424,0.262302533,15.31672828,1.428947922,n_119_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_119_id_7/n_119_id_7.pdb,0.495798319,0.504201681,0.420168067,0.075630252
0.564,0.244168897,14.61173507,1.517380636,n_119_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_119_id_8/n_119_id_8.pdb,0.546218487,0.453781513,0.512605042,0.033613445
0.586,0.260705243,16.38286691,1.622795365,n_119_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_119_id_9/n_119_id_9.pdb,0.327731092,0.672268908,0.109243697,0.218487395
0.594,0.252698344,18.44650871,1.495802446,n_120_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_120_id_0/n_120_id_0.pdb,0.5,0.5,0.391666667,0.108333333
0.549,0.240625253,15.37281271,1.361059948,n_120_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_120_id_1/n_120_id_1.pdb,0.3,0.7,0.058333333,0.241666667
0.446,0.229684884,20.06335501,1.866202127,n_120_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_120_id_2/n_120_id_2.pdb,0.366666667,0.633333333,0.158333333,0.208333333
0.6,0.250546842,16.64117011,1.467198993,n_120_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_120_id_3/n_120_id_3.pdb,0.6,0.4,0.6,0
0.405,0.237140048,17.59220173,1.576585303,n_120_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_120_id_4/n_120_id_4.pdb,0.458333333,0.541666667,0.191666667,0.266666667
0.579,0.267199003,14.47264043,1.420859717,n_120_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_120_id_5/n_120_id_5.pdb,0.325,0.675,0.15,0.175
0.467,0.251847711,14.51194022,1.747261531,n_120_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_120_id_6/n_120_id_6.pdb,0.633333333,0.366666667,0.55,0.083333333
0.668,0.272479133,17.6230311,1.577826903,n_120_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_120_id_7/n_120_id_7.pdb,0.825,0.175,0.825,0
0.557,0.274262279,16.34251545,1.551058371,n_120_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_120_id_8/n_120_id_8.pdb,0.558333333,0.441666667,0.508333333,0.05
0.415,0.240905065,20.46815031,1.914242599,n_120_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_120_id_9/n_120_id_9.pdb,0.383333333,0.616666667,0.1,0.283333333
0.538,0.225020358,20.02659746,1.540222876,n_121_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_121_id_0/n_121_id_0.pdb,0.669421488,0.330578512,0.669421488,0
0.491,0.234920602,16.53434862,1.405851122,n_121_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_121_id_1/n_121_id_1.pdb,0.694214876,0.305785124,0.694214876,0
0.607,0.174563315,34.32725569,3.483719775,n_121_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_121_id_2/n_121_id_2.pdb,0.760330579,0.239669421,0.595041322,0.165289256
0.776,0.313977374,20.2087049,1.692944005,n_121_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_121_id_3/n_121_id_3.pdb,0.826446281,0.173553719,0.826446281,0
0.627,0.186131365,22.88913129,2.051091733,n_121_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_121_id_4/n_121_id_4.pdb,0.396694215,0.603305785,0.355371901,0.041322314
0.697,0.266078369,18.3954411,1.329777746,n_121_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_121_id_5/n_121_id_5.pdb,0.330578512,0.669421488,0,0.330578512
0.669,0.241430001,27.66108802,2.787830105,n_121_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_121_id_6/n_121_id_6.pdb,0.73553719,0.26446281,0.73553719,0
0.744,0.216933171,19.49674395,1.802917694,n_121_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_121_id_7/n_121_id_7.pdb,0.561983471,0.438016529,0.561983471,0
0.487,0.226439431,18.13653408,1.569112671,n_121_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_121_id_8/n_121_id_8.pdb,0.479338843,0.520661157,0.280991736,0.198347107
0.417,0.226683962,21.32614244,1.724615653,n_121_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_121_id_9/n_121_id_9.pdb,0.47107438,0.52892562,0.231404959,0.239669421
0.459,0.218029205,20.60706519,2.04311868,n_122_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_122_id_0/n_122_id_0.pdb,0.483606557,0.516393443,0.418032787,0.06557377
0.838,0.192583768,20.18575206,1.708896285,n_122_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_122_id_1/n_122_id_1.pdb,0.819672131,0.180327869,0.819672131,0
0.475,0.207474414,20.29382161,1.695991068,n_122_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_122_id_2/n_122_id_2.pdb,0.278688525,0.721311475,0,0.278688525
0.472,0.228068623,18.71478252,1.317055874,n_122_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_122_id_3/n_122_id_3.pdb,0.237704918,0.762295082,0.057377049,0.180327869
0.571,0.217358402,17.82181717,1.665257839,n_122_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_122_id_4/n_122_id_4.pdb,0.532786885,0.467213115,0.491803279,0.040983607
0.864,0.170974745,41.65541913,4.117706233,n_122_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_122_id_5/n_122_id_5.pdb,0.893442623,0.106557377,0.893442623,0
0.492,0.21765909,21.8723483,2.041407582,n_122_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_122_id_6/n_122_id_6.pdb,0.459016393,0.540983607,0.213114754,0.245901639
0.61,0.243623563,17.75215425,1.735963496,n_122_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_122_id_7/n_122_id_7.pdb,0.696721311,0.303278689,0.655737705,0.040983607
0.476,0.270342673,19.04908371,1.697612812,n_122_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_122_id_8/n_122_id_8.pdb,0.459016393,0.540983607,0.360655738,0.098360656
0.627,0.19898521,21.16251054,1.838818095,n_122_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_122_id_9/n_122_id_9.pdb,0.590163934,0.409836066,0.549180328,0.040983607
0.713,0.208793824,18.38561816,1.703533838,n_123_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_123_id_0/n_123_id_0.pdb,0.325203252,0.674796748,0.325203252,0
0.633,0.289138182,19.50079007,2.163108031,n_123_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_123_id_1/n_123_id_1.pdb,0.398373984,0.601626016,0.349593496,0.048780488
0.39,0.228372938,18.68117757,2.14635612,n_123_id_2,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_123_id_2/n_123_id_2.pdb,0.536585366,0.463414634,0.227642276,0.308943089
0.431,0.248654413,19.03414483,1.746347964,n_123_id_3,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_123_id_3/n_123_id_3.pdb,0.268292683,0.731707317,0.227642276,0.040650407
0.541,0.249026699,19.54741463,1.792320872,n_123_id_4,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_123_id_4/n_123_id_4.pdb,0.495934959,0.504065041,0,0.495934959
0.699,0.233654126,17.91957856,1.839398912,n_123_id_5,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_123_id_5/n_123_id_5.pdb,0.780487805,0.219512195,0.780487805,0
0.399,0.261138005,14.12354669,1.522799272,n_123_id_6,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_123_id_6/n_123_id_6.pdb,0.504065041,0.495934959,0.471544715,0.032520325
0.613,0.241349563,16.3321934,1.459973803,n_123_id_7,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_123_id_7/n_123_id_7.pdb,0.398373984,0.601626016,0.284552846,0.113821138
0.477,0.236994476,19.97399522,1.846024055,n_123_id_8,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_123_id_8/n_123_id_8.pdb,0.365853659,0.634146341,0.333333333,0.032520325
0.717,0.236599904,19.24633653,2.148309033,n_123_id_9,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_123_id_9/n_123_id_9.pdb,0.634146341,0.365853659,0.634146341,0
0.592,0.18793893,22.63639913,1.948780364,n_124_id_0,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_124_id_0/n_124_id_0.pdb,0.387096774,0.612903226,0.233870968,0.153225806
0.604,0.195410469,18.74453575,2.065466275,n_124_id_1,/home/carlosc6/CS598-GBL/protein/proteina_inference/inference_ucond_200m_notri_vf/n_124_id_1/n_124_id_1.pdb,0.532258065,0.467741935,0.532258065,0
